Name,OID,Status,SDID,SD Name
Generalised,O-002965,Active,SD-000335,Q/A
I have (item),O-003646,Active,SD-000409,Reciprocal
I have (colour item),O-003644,Active,SD-000409,Reciprocal
Generalised,O-002966,Active,SD-000409,Reciprocal
I see (item),O-003662,Active,SD-000336,Q/A
I see (item) - Generalised,O-003664,Active,SD-000336,Q/A
I see (item) and (item),O-003665,Active,SD-000336,Q/A
I see (item 2),O-003660,Active,SD-000410,Reciprocal
I see (item 3) and (item 4),O-003661,Active,SD-000410,Reciprocal
Age,O-000652,Active,SD-000215,If/then
Clothing,O-001728,Active,SD-000215,If/then
Colour,O-001761,Active,SD-000215,If/then
Gender,O-002921,Active,SD-000215,If/then
Item,O-003804,Active,SD-000215,If/then
TA only,O-006230,Active,SD-000215,If/then
Client only,O-001699,Active,SD-000215,If/then
Both TA and client,O-001275,Active,SD-000215,If/then
Neither client or TA,O-004444,Active,SD-000215,If/then
Too high,O-006484,Active,SD-000351,Rec. instr.
Too heavy,O-006482,Active,SD-000351,Rec. instr.
Too big,O-006480,Active,SD-000351,Rec. instr.
Too young,O-006486,Active,SD-000351,Rec. instr.
I don't know how,O-003637,Active,SD-000351,Rec. instr.
I'm not allowed,O-003680,Active,SD-000351,Rec. instr.
I don't have (item),O-003630,Active,SD-000351,Rec. instr.
Not allowed,O-004528,Active,SD-000351,Rec. instr.
Dangerous,O-001993,Active,SD-000351,Rec. instr.
Not here,O-004533,Active,SD-000351,Rec. instr.
Too high,O-006485,Active,SD-000513,Why/because
Too heavy,O-006483,Active,SD-000513,Why/because
Too big,O-006481,Active,SD-000513,Why/because
Too young,O-006487,Active,SD-000513,Why/because
I don't know how,O-003638,Active,SD-000513,Why/because
I'm not allowed,O-003681,Active,SD-000513,Why/because
I don't have (item),O-003631,Active,SD-000513,Why/because
Not allowed,O-004529,Active,SD-000513,Why/because
Dangerous,O-001994,Active,SD-000513,Why/because
Not here,O-004534,Active,SD-000513,Why/because
TA 1m away,O-006165,Active,SD-000075,Engage in activity
TA 2m away,O-006186,Active,SD-000075,Engage in activity
TA 3m away,O-006207,Active,SD-000075,Engage in activity
TA across room,O-006228,Active,SD-000075,Engage in activity
Playdough,O-005065,Active,SD-000323,Present activity
Minecraft,O-004275,Active,SD-000323,Present activity
Dress-ups,O-002193,Active,SD-000323,Present activity
Kinetic sand,O-003982,Active,SD-000323,Present activity
Paper aeroplane,O-004811,Active,SD-000323,Present activity
Bike riding,O-001123,Active,SD-000323,Present activity
Scooter,O-005546,Active,SD-000323,Present activity
Trains,O-006590,Active,SD-000323,Present activity
Ipad games (gen),O-003778,Active,SD-000323,Present activity
Lego,O-004077,Active,SD-000323,Present activity
Uno,O-006759,Active,SD-000323,Present activity
Jigsaw,O-003874,Active,SD-000323,Present activity
Puzzle,O-005215,Active,SD-000323,Present activity
Threading,O-006377,Active,SD-000323,Present activity
Ball games,O-000937,Active,SD-000323,Present activity
Board games,O-001233,Active,SD-000323,Present activity
Bingo,O-001125,Active,SD-000323,Present activity
Mr potato head,O-004346,Active,SD-000323,Present activity
Bubbles,O-001357,Active,SD-000323,Present activity
Slime,O-005827,Active,SD-000323,Present activity
Dolls,O-002140,Active,SD-000323,Present activity
Doll house,O-002136,Active,SD-000323,Present activity
Climbing,O-001714,Active,SD-000323,Present activity
Swing,O-006104,Active,SD-000323,Present activity
Trampoline,O-006593,Active,SD-000323,Present activity
Drawing,O-002179,Active,SD-000323,Present activity
Books/Reading,O-001270,Active,SD-000323,Present activity
Toy kitchen,O-006553,Active,SD-000323,Present activity
Tea party,O-006286,Active,SD-000323,Present activity
Music,O-004371,Active,SD-000323,Present activity
Dancing,O-001989,Active,SD-000323,Present activity
TV shows,O-006679,Active,SD-000323,Present activity
magnetic blocks,O-004225,Active,SD-000323,Present activity
Volume Loud,O-007069,Active,SD-000489,VI intonation
Volume normal,O-007071,Active,SD-000489,VI intonation
Volume quiet,O-007073,Active,SD-000489,VI intonation
Speed,O-005929,Active,SD-000489,VI intonation
Pitch,O-005022,Active,SD-000489,VI intonation
Various,O-006855,Active,SD-000490,VI intonation - sentence
Question,O-005244,Active,SD-000490,VI intonation - sentence
Generalised,O-002967,Active,SD-000324,Present iPad
Games,O-002913,Active,SD-000324,Present iPad
Apps,O-000759,Active,SD-000324,Present iPad
client initiates play,O-001697,Active,SD-000313,Play situation
client joins play,O-001698,Active,SD-000313,Play situation
Generalised,O-002968,Active,SD-000313,Play situation
Looks in direction,O-004176,Active,SD-000052,Comment w gaze
Looks in direction,O-004177,Active,SD-000053,Comment w point
More,O-004303,Active,SD-000106,Exposure
Yes,O-007380,Active,SD-000106,Exposure
No,O-004471,Active,SD-000106,Exposure
Open,O-004658,Active,SD-000106,Exposure
Finished,O-002687,Active,SD-000106,Exposure
Eat,O-002309,Active,SD-000106,Exposure
Drink,O-002199,Active,SD-000106,Exposure
Toilet,O-006446,Active,SD-000106,Exposure
Stop,O-006028,Active,SD-000106,Exposure
Help,O-003414,Active,SD-000106,Exposure
Visual A-E,O-007049,Active,SD-000428,Sequence
Visual F-J,O-007054,Active,SD-000428,Sequence
Visual K-O,O-007055,Active,SD-000428,Sequence
Visual P-T,O-007056,Active,SD-000428,Sequence
Visual U-Z,O-007057,Active,SD-000428,Sequence
Visual A-J,O-007050,Active,SD-000428,Sequence
Visual A-O,O-007051,Active,SD-000428,Sequence
Visual A-T,O-007052,Active,SD-000428,Sequence
Visual A-Z,O-007053,Active,SD-000428,Sequence
Non-Visual A-E,O-004503,Active,SD-000428,Sequence
Non-Visual F-J,O-004508,Active,SD-000428,Sequence
Non-Visual K-O,O-004509,Active,SD-000428,Sequence
Non-Visual P-T,O-004510,Active,SD-000428,Sequence
Non-Visual U-Z,O-004511,Active,SD-000428,Sequence
Non-Visual A-J,O-004504,Active,SD-000428,Sequence
Non-Visual A-O,O-004505,Active,SD-000428,Sequence
Non-Visual A-T,O-004506,Active,SD-000428,Sequence
Non-Visual A-Z,O-004507,Active,SD-000428,Sequence
A,O-000595,Active,SD-000259,Matching
B,O-000850,Active,SD-000259,Matching
C,O-001442,Active,SD-000259,Matching
D,O-001950,Active,SD-000259,Matching
E,O-002285,Active,SD-000259,Matching
F,O-002478,Active,SD-000259,Matching
G,O-002893,Active,SD-000259,Matching
H,O-003271,Active,SD-000259,Matching
I,O-003602,Active,SD-000259,Matching
J,O-003833,Active,SD-000259,Matching
K,O-003939,Active,SD-000259,Matching
L,O-004016,Active,SD-000259,Matching
M,O-004205,Active,SD-000259,Matching
N,O-004398,Active,SD-000259,Matching
O,O-004554,Active,SD-000259,Matching
P,O-004751,Active,SD-000259,Matching
Q,O-005226,Active,SD-000259,Matching
R,O-005259,Active,SD-000259,Matching
S,O-005447,Active,SD-000259,Matching
T,O-006116,Active,SD-000259,Matching
U,O-006697,Active,SD-000259,Matching
V,O-006790,Active,SD-000259,Matching
W,O-007079,Active,SD-000259,Matching
X,O-007299,Active,SD-000259,Matching
Y,O-007331,Active,SD-000259,Matching
Z,O-007424,Active,SD-000259,Matching
a,O-000596,Active,SD-000259,Matching
b,O-000851,Active,SD-000259,Matching
c,O-001443,Active,SD-000259,Matching
d,O-001951,Active,SD-000259,Matching
e,O-002286,Active,SD-000259,Matching
f,O-002479,Active,SD-000259,Matching
g,O-002894,Active,SD-000259,Matching
h,O-003272,Active,SD-000259,Matching
i,O-003603,Active,SD-000259,Matching
j,O-003834,Active,SD-000259,Matching
k,O-003940,Active,SD-000259,Matching
l,O-004017,Active,SD-000259,Matching
m,O-004206,Active,SD-000259,Matching
n,O-004399,Active,SD-000259,Matching
o,O-004555,Active,SD-000259,Matching
p,O-004752,Active,SD-000259,Matching
q,O-005227,Active,SD-000259,Matching
r,O-005260,Active,SD-000259,Matching
s,O-005448,Active,SD-000259,Matching
t,O-006117,Active,SD-000259,Matching
u,O-006698,Active,SD-000259,Matching
v,O-006791,Active,SD-000259,Matching
w,O-007080,Active,SD-000259,Matching
x,O-007300,Active,SD-000259,Matching
y,O-007332,Active,SD-000259,Matching
z,O-007425,Active,SD-000259,Matching
Aa,O-000619,Active,SD-000270,Matching different cases
Bb,O-001028,Active,SD-000270,Matching different cases
Cc,O-001563,Active,SD-000270,Matching different cases
Dd,O-002000,Active,SD-000270,Matching different cases
Ee,O-002349,Active,SD-000270,Matching different cases
Ff,O-002665,Active,SD-000270,Matching different cases
Gg,O-003156,Active,SD-000270,Matching different cases
Hh,O-003430,Active,SD-000270,Matching different cases
Ii,O-003702,Active,SD-000270,Matching different cases
Jj,O-003883,Active,SD-000270,Matching different cases
Kk,O-003993,Active,SD-000270,Matching different cases
Ll,O-004165,Active,SD-000270,Matching different cases
Mm,O-004276,Active,SD-000270,Matching different cases
Nn,O-004467,Active,SD-000270,Matching different cases
Oo,O-004649,Active,SD-000270,Matching different cases
Pp,O-005148,Active,SD-000270,Matching different cases
Qq,O-005243,Active,SD-000270,Matching different cases
Rr,O-005430,Active,SD-000270,Matching different cases
Ss,O-005976,Active,SD-000270,Matching different cases
Tt,O-006659,Active,SD-000270,Matching different cases
Uu,O-006782,Active,SD-000270,Matching different cases
Vv,O-007077,Active,SD-000270,Matching different cases
Ww,O-007297,Active,SD-000270,Matching different cases
Xx,O-007328,Active,SD-000270,Matching different cases
Yy,O-007422,Active,SD-000270,Matching different cases
Zz,O-007469,Active,SD-000270,Matching different cases
A,O-000597,Active,SD-000380,Receptive
B,O-000852,Active,SD-000380,Receptive
C,O-001444,Active,SD-000380,Receptive
D,O-001952,Active,SD-000380,Receptive
E,O-002287,Active,SD-000380,Receptive
F,O-002480,Active,SD-000380,Receptive
G,O-002895,Active,SD-000380,Receptive
H,O-003273,Active,SD-000380,Receptive
I,O-003604,Active,SD-000380,Receptive
J,O-003835,Active,SD-000380,Receptive
K,O-003941,Active,SD-000380,Receptive
L,O-004018,Active,SD-000380,Receptive
M,O-004207,Active,SD-000380,Receptive
N,O-004400,Active,SD-000380,Receptive
O,O-004556,Active,SD-000380,Receptive
P,O-004753,Active,SD-000380,Receptive
Q,O-005228,Active,SD-000380,Receptive
R,O-005261,Active,SD-000380,Receptive
S,O-005449,Active,SD-000380,Receptive
T,O-006118,Active,SD-000380,Receptive
U,O-006699,Active,SD-000380,Receptive
V,O-006792,Active,SD-000380,Receptive
W,O-007081,Active,SD-000380,Receptive
X,O-007301,Active,SD-000380,Receptive
Y,O-007333,Active,SD-000380,Receptive
Z,O-007426,Active,SD-000380,Receptive
a,O-000598,Active,SD-000380,Receptive
b,O-000853,Active,SD-000380,Receptive
c,O-001445,Active,SD-000380,Receptive
d,O-001953,Active,SD-000380,Receptive
e,O-002288,Active,SD-000380,Receptive
f,O-002481,Active,SD-000380,Receptive
g,O-002896,Active,SD-000380,Receptive
h,O-003274,Active,SD-000380,Receptive
i,O-003605,Active,SD-000380,Receptive
j,O-003836,Active,SD-000380,Receptive
k,O-003942,Active,SD-000380,Receptive
l,O-004019,Active,SD-000380,Receptive
m,O-004208,Active,SD-000380,Receptive
n,O-004401,Active,SD-000380,Receptive
o,O-004557,Active,SD-000380,Receptive
p,O-004754,Active,SD-000380,Receptive
q,O-005229,Active,SD-000380,Receptive
r,O-005262,Active,SD-000380,Receptive
s,O-005450,Active,SD-000380,Receptive
t,O-006119,Active,SD-000380,Receptive
u,O-006700,Active,SD-000380,Receptive
v,O-006793,Active,SD-000380,Receptive
w,O-007082,Active,SD-000380,Receptive
x,O-007302,Active,SD-000380,Receptive
y,O-007334,Active,SD-000380,Receptive
z,O-007427,Active,SD-000380,Receptive
Various,O-006856,Active,SD-000380,Receptive
Generalised,O-002969,Active,SD-000380,Receptive
Various,O-006857,Active,SD-000428,Sequence
Generalised,O-002970,Active,SD-000428,Sequence
Airport,O-000659,Active,SD-000381,Receptive
Aldi,O-000670,Active,SD-000381,Receptive
Aquarium,O-000767,Active,SD-000381,Receptive
Art gallery,O-000789,Active,SD-000381,Receptive
Aunty's house,O-000836,Active,SD-000381,Receptive
Aunty's house 2,O-000838,Active,SD-000381,Receptive
Backyard,O-000900,Active,SD-000381,Receptive
Bakery,O-000910,Active,SD-000381,Receptive
Bank,O-000972,Active,SD-000381,Receptive
Bathroom 1,O-001024,Active,SD-000381,Receptive
Bathroom 2,O-001026,Active,SD-000381,Receptive
Beach,O-001037,Active,SD-000381,Receptive
Bedroom,O-001070,Active,SD-000381,Receptive
Big W,O-001103,Active,SD-000381,Receptive
Bus stop,O-001413,Active,SD-000381,Receptive
Car park,O-001497,Active,SD-000381,Receptive
Car wash,O-001502,Active,SD-000381,Receptive
Church,O-001650,Active,SD-000381,Receptive
City,O-001665,Active,SD-000381,Receptive
Coles,O-001753,Active,SD-000381,Receptive
Dad's home,O-001978,Active,SD-000381,Receptive
Dining room,O-002066,Active,SD-000381,Receptive
Family room,O-002613,Active,SD-000381,Receptive
Farm,O-002621,Active,SD-000381,Receptive
Fire station,O-002696,Active,SD-000381,Receptive
Front yard,O-002862,Active,SD-000381,Receptive
Grandparent's house 1,O-003211,Active,SD-000381,Receptive
Grandparent's house 3,O-003213,Active,SD-000381,Receptive
Grandparents house 4,O-003215,Active,SD-000381,Receptive
Granparent's house 2,O-003217,Active,SD-000381,Receptive
Hairdresser,O-003305,Active,SD-000381,Receptive
Home,O-003508,Active,SD-000381,Receptive
Hospital,O-003546,Active,SD-000381,Receptive
KFC,O-003956,Active,SD-000381,Receptive
Kinder,O-003974,Active,SD-000381,Receptive
Kitchen,O-003984,Active,SD-000381,Receptive
Kmart,O-003994,Active,SD-000381,Receptive
Laundry,O-004068,Active,SD-000381,Receptive
Living room,O-004161,Active,SD-000381,Receptive
Lounge room,O-004186,Active,SD-000381,Receptive
Mcdonalds,O-004248,Active,SD-000381,Receptive
Mosque,O-004309,Active,SD-000381,Receptive
Mum's home,O-004363,Active,SD-000381,Receptive
Newsagent,O-004449,Active,SD-000381,Receptive
Outside,O-004727,Active,SD-000381,Receptive
Parent room,O-004864,Active,SD-000381,Receptive
Parent room 2,O-004866,Active,SD-000381,Receptive
Park,O-004872,Active,SD-000381,Receptive
Pharmacy,O-004936,Active,SD-000381,Receptive
Playground,O-005067,Active,SD-000381,Receptive
Playroom,O-005082,Active,SD-000381,Receptive
Police station,O-005117,Active,SD-000381,Receptive
Post office,O-005127,Active,SD-000381,Receptive
Red rooster,O-005335,Active,SD-000381,Receptive
School,O-005527,Active,SD-000381,Receptive
Sibling  room 1,O-005689,Active,SD-000381,Receptive
Sibling room 2,O-005738,Active,SD-000381,Receptive
Space,O-005922,Active,SD-000381,Receptive
Supermarket,O-006063,Active,SD-000381,Receptive
Swimming pool,O-006099,Active,SD-000381,Receptive
Synagogue,O-006113,Active,SD-000381,Receptive
Target,O-006277,Active,SD-000381,Receptive
Temple,O-006318,Active,SD-000381,Receptive
Toilet 1,O-006460,Active,SD-000381,Receptive
Toilet 2,O-006462,Active,SD-000381,Receptive
Train station,O-006582,Active,SD-000381,Receptive
Uncle's house,O-006737,Active,SD-000381,Receptive
Uncle's house 2,O-006739,Active,SD-000381,Receptive
Woolworths,O-007274,Active,SD-000381,Receptive
Zoo,O-007461,Active,SD-000381,Receptive
Aquarium,O-000768,Active,SD-000168,Expressive Occupation Location
Art gallery,O-000790,Active,SD-000168,Expressive Occupation Location
Bakery,O-000911,Active,SD-000168,Expressive Occupation Location
Bank,O-000973,Active,SD-000168,Expressive Occupation Location
Beach,O-001038,Active,SD-000168,Expressive Occupation Location
Big w,O-001104,Active,SD-000168,Expressive Occupation Location
Bus stop,O-001414,Active,SD-000168,Expressive Occupation Location
Car park,O-001498,Active,SD-000168,Expressive Occupation Location
Car wash,O-001503,Active,SD-000168,Expressive Occupation Location
City,O-001666,Active,SD-000168,Expressive Occupation Location
Farm,O-002622,Active,SD-000168,Expressive Occupation Location
Fire station,O-002697,Active,SD-000168,Expressive Occupation Location
Hairdresser,O-003306,Active,SD-000168,Expressive Occupation Location
Hospital,O-003547,Active,SD-000168,Expressive Occupation Location
KFC,O-003957,Active,SD-000168,Expressive Occupation Location
Mcdonalds,O-004249,Active,SD-000168,Expressive Occupation Location
Newsagent,O-004450,Active,SD-000168,Expressive Occupation Location
Pharmacy,O-004937,Active,SD-000168,Expressive Occupation Location
Playground,O-005068,Active,SD-000168,Expressive Occupation Location
Police station,O-005118,Active,SD-000168,Expressive Occupation Location
Post office,O-005128,Active,SD-000168,Expressive Occupation Location
Red rooster,O-005336,Active,SD-000168,Expressive Occupation Location
Supermarket,O-006064,Active,SD-000168,Expressive Occupation Location
Space,O-005923,Active,SD-000168,Expressive Occupation Location
Swimming pool,O-006100,Active,SD-000168,Expressive Occupation Location
Target,O-006278,Active,SD-000168,Expressive Occupation Location
Train station,O-006583,Active,SD-000168,Expressive Occupation Location
Kinder,O-003975,Active,SD-000168,Expressive Occupation Location
School,O-005528,Active,SD-000168,Expressive Occupation Location
Airport,O-000660,Active,SD-000168,Expressive Occupation Location
a,O-000599,Active,SD-000260,Matching
and,O-000692,Active,SD-000260,Matching
be,O-001029,Active,SD-000260,Matching
I,O-003606,Active,SD-000260,Matching
in,O-003710,Active,SD-000260,Matching
is,O-003786,Active,SD-000260,Matching
it,O-003794,Active,SD-000260,Matching
of,O-004591,Active,SD-000260,Matching
that,O-006346,Active,SD-000260,Matching
the,O-006353,Active,SD-000260,Matching
to,O-006428,Active,SD-000260,Matching
was,O-007114,Active,SD-000260,Matching
all,O-000673,Active,SD-000260,Matching
are,O-000774,Active,SD-000260,Matching
as,O-000795,Active,SD-000260,Matching
at,O-000811,Active,SD-000260,Matching
but,O-001418,Active,SD-000260,Matching
for,O-002783,Active,SD-000260,Matching
had,O-003290,Active,SD-000260,Matching
have,O-003368,Active,SD-000260,Matching
he,O-003375,Active,SD-000260,Matching
her,O-003419,Active,SD-000260,Matching
his,O-003487,Active,SD-000260,Matching
not,O-004522,Active,SD-000260,Matching
on,O-004623,Active,SD-000260,Matching
one,O-004641,Active,SD-000260,Matching
said,O-005489,Active,SD-000260,Matching
so,O-005862,Active,SD-000260,Matching
they,O-006368,Active,SD-000260,Matching
we,O-007172,Active,SD-000260,Matching
with,O-007259,Active,SD-000260,Matching
you,O-007401,Active,SD-000260,Matching
a,O-000600,Active,SD-000140,Expressive
and,O-000693,Active,SD-000140,Expressive
be,O-001030,Active,SD-000140,Expressive
I,O-003607,Active,SD-000140,Expressive
in,O-003711,Active,SD-000140,Expressive
is,O-003787,Active,SD-000140,Expressive
it,O-003795,Active,SD-000140,Expressive
of,O-004592,Active,SD-000140,Expressive
that,O-006347,Active,SD-000140,Expressive
the,O-006354,Active,SD-000140,Expressive
to,O-006429,Active,SD-000140,Expressive
was,O-007115,Active,SD-000140,Expressive
all,O-000674,Active,SD-000140,Expressive
are,O-000775,Active,SD-000140,Expressive
as,O-000796,Active,SD-000140,Expressive
at,O-000812,Active,SD-000140,Expressive
but,O-001419,Active,SD-000140,Expressive
for,O-002784,Active,SD-000140,Expressive
had,O-003291,Active,SD-000140,Expressive
have,O-003369,Active,SD-000140,Expressive
he,O-003376,Active,SD-000140,Expressive
her,O-003420,Active,SD-000140,Expressive
his,O-003488,Active,SD-000140,Expressive
not,O-004523,Active,SD-000140,Expressive
on,O-004624,Active,SD-000140,Expressive
one,O-004642,Active,SD-000140,Expressive
said,O-005490,Active,SD-000140,Expressive
so,O-005863,Active,SD-000140,Expressive
they,O-006369,Active,SD-000140,Expressive
we,O-007173,Active,SD-000140,Expressive
with,O-007260,Active,SD-000140,Expressive
you,O-007402,Active,SD-000140,Expressive
Single picture,O-005758,Active,SD-000337,Q/A
picture with background,O-004957,Active,SD-000337,Q/A
multiple pictures,O-004352,Active,SD-000337,Q/A
Song 5 seconds,O-005915,Active,SD-000253,Mat time
Song 10 seconds,O-005913,Active,SD-000253,Mat time
Song 30 seconds,O-005914,Active,SD-000253,Mat time
Book 5 seconds,O-001264,Active,SD-000253,Mat time
Book 10 seconds,O-001258,Active,SD-000253,Mat time
Book 30  seconds,O-001262,Active,SD-000253,Mat time
Book 45 seconds,O-001263,Active,SD-000253,Mat time
Book 1minute,O-001260,Active,SD-000253,Mat time
Book 1min 30sec,O-001259,Active,SD-000253,Mat time
Book 2 minutes,O-001261,Active,SD-000253,Mat time
5 seconds,O-000551,Active,SD-000253,Mat time
10 seconds,O-000233,Active,SD-000253,Mat time
30 seconds,O-000473,Active,SD-000253,Mat time
45 seconds,O-000523,Active,SD-000253,Mat time
1 minute,O-000168,Active,SD-000253,Mat time
1 minute 30 seconds,O-000178,Active,SD-000253,Mat time
2 minutes,O-000303,Active,SD-000253,Mat time
3 minutes,O-000415,Active,SD-000253,Mat time
4 minutes,O-000505,Active,SD-000253,Mat time
5 minutes,O-000544,Active,SD-000253,Mat time
Book Various,O-001266,Active,SD-000253,Mat time
Song Various,O-005916,Active,SD-000253,Mat time
Book and Song,O-001265,Active,SD-000253,Mat time
Discussion Various,O-002084,Active,SD-000253,Mat time
Show and tell,O-005673,Active,SD-000253,Mat time
Client show and tell,O-001705,Active,SD-000253,Mat time
Answer teacher question,O-000731,Active,SD-000253,Mat time
Put up hand to ask question,O-005210,Active,SD-000253,Mat time
Generalised,O-002971,Active,SD-000253,Mat time
Touch Head,O-006513,Active,SD-000307,Planned model
Touch Shoulders,O-006524,Active,SD-000307,Planned model
Touch Knees,O-006515,Active,SD-000307,Planned model
Touch Toes,O-006527,Active,SD-000307,Planned model
Touch Ears,O-006506,Active,SD-000307,Planned model
Touch Nose,O-006521,Active,SD-000307,Planned model
Touch Mouth,O-006518,Active,SD-000307,Planned model
Clap,O-001671,Active,SD-000307,Planned model
Wave,O-007162,Active,SD-000307,Planned model
Stand Up,O-005994,Active,SD-000307,Planned model
Jump,O-003896,Active,SD-000307,Planned model
Knock,O-004005,Active,SD-000307,Planned model
Point,O-005094,Active,SD-000307,Planned model
Crawl,O-001867,Active,SD-000307,Planned model
Sit Down,O-005781,Active,SD-000307,Planned model
Sit Down (on floor),O-005783,Active,SD-000307,Planned model
Lie Down,O-004125,Active,SD-000307,Planned model
Stomp Feet,O-006021,Active,SD-000307,Planned model
Pat Thighs,O-004890,Active,SD-000307,Planned model
Arms Up,O-000786,Active,SD-000307,Planned model
LH up,O-004113,Active,SD-000307,Planned model
RH up,O-005377,Active,SD-000307,Planned model
LH out to side,O-004109,Active,SD-000307,Planned model
RH out to side,O-005373,Active,SD-000307,Planned model
Arms out,O-000784,Active,SD-000307,Planned model
LH touch head,O-004112,Active,SD-000307,Planned model
RH touch head,O-005376,Active,SD-000307,Planned model
Cross Arms,O-001885,Active,SD-000307,Planned model
LH to R Shoulder,O-004111,Active,SD-000307,Planned model
RH to L Shoulder,O-005375,Active,SD-000307,Planned model
LH to R Knee,O-004110,Active,SD-000307,Planned model
RH to L Knee,O-005374,Active,SD-000307,Planned model
Two Step Chains,O-006690,Active,SD-000307,Planned model
Three Step Chains,O-006387,Active,SD-000307,Planned model
Memorised two Step,O-004262,Active,SD-000307,Planned model
Memorised three Step,O-004261,Active,SD-000307,Planned model
Various,O-006858,Active,SD-000307,Planned model
generalised,O-002972,Active,SD-000307,Planned model
One Step,O-004648,Active,SD-000462,Third person planned model
Two Step,O-006689,Active,SD-000462,Third person planned model
Three Step,O-006386,Active,SD-000462,Third person planned model
Touch tummy,O-006535,Active,SD-000462,Third person planned model
Touch eyes,O-006509,Active,SD-000462,Third person planned model
Touch cheeks,O-006500,Active,SD-000462,Third person planned model
Turn Around,O-006669,Active,SD-000462,Third person planned model
Roll arms,O-005409,Active,SD-000462,Third person planned model
generalised,O-002973,Active,SD-000462,Third person planned model
Various,O-006859,Active,SD-000462,Third person planned model
generalised,O-002974,Active,SD-000463,Third person unplanned model
Various,O-006860,Active,SD-000463,Third person unplanned model
Not available,O-004530,Inactive,SD-000485,Verbal
ow,O-004737,Active,SD-000424,Say (sound) th points
t,O-006120,Active,SD-000424,Say (sound) th points
d,O-001954,Active,SD-000424,Say (sound) th points
p,O-004755,Active,SD-000424,Say (sound) th points
oh,O-004602,Active,SD-000424,Say (sound) th points
a,O-000601,Active,SD-000424,Say (sound) th points
u,O-006701,Active,SD-000424,Say (sound) th points
oo,O-004650,Active,SD-000424,Say (sound) th points
e,O-002289,Active,SD-000424,Say (sound) th points
b,O-000854,Active,SD-000424,Say (sound) th points
ah,O-000655,Active,SD-000424,Say (sound) th points
oo,O-004651,Active,SD-000424,Say (sound) th points
ee,O-002350,Active,SD-000424,Say (sound) th points
oar,O-004575,Active,SD-000424,Say (sound) th points
i,O-003608,Active,SD-000424,Say (sound) th points
c/k,O-001458,Active,SD-000424,Say (sound) th points
ng,O-004463,Active,SD-000424,Say (sound) th points
th (thumb),O-006329,Active,SD-000424,Say (sound) th points
w,O-007083,Active,SD-000424,Say (sound) th points
th (there),O-006328,Active,SD-000424,Say (sound) th points
l,O-004020,Active,SD-000424,Say (sound) th points
s,O-005451,Active,SD-000424,Say (sound) th points
r,O-005263,Active,SD-000424,Say (sound) th points
z,O-007428,Active,SD-000424,Say (sound) th points
y,O-007335,Active,SD-000424,Say (sound) th points
sh,O-005566,Active,SD-000424,Say (sound) th points
g,O-002897,Active,SD-000424,Say (sound) th points
h,O-003275,Active,SD-000424,Say (sound) th points
m,O-004209,Active,SD-000424,Say (sound) th points
f,O-002482,Active,SD-000424,Say (sound) th points
ch,O-001569,Active,SD-000424,Say (sound) th points
n,O-004402,Active,SD-000424,Say (sound) th points
v,O-006794,Active,SD-000424,Say (sound) th points
j,O-003837,Active,SD-000424,Say (sound) th points
ay,O-000844,Active,SD-000424,Say (sound) th points
oy,O-004746,Active,SD-000424,Say (sound) th points
er,O-002395,Active,SD-000424,Say (sound) th points
air,O-000658,Active,SD-000424,Say (sound) th points
eye,O-002466,Active,SD-000424,Say (sound) th points
ear,O-002304,Active,SD-000424,Say (sound) th points
1-5 strip,O-000217,Active,SD-000429,Sequence
6-10 strip,O-000583,Active,SD-000429,Sequence
1-10 strip,O-000213,Active,SD-000429,Sequence
11-15 strip,O-000252,Active,SD-000429,Sequence
15-20 strip,O-000268,Active,SD-000429,Sequence
11-20 strip,O-000254,Active,SD-000429,Sequence
1-20 strip,O-000215,Active,SD-000429,Sequence
1-5 no strip,O-000216,Active,SD-000429,Sequence
6-10 no strip,O-000582,Active,SD-000429,Sequence
1-10 no strip,O-000212,Active,SD-000429,Sequence
11-15 no strip,O-000251,Active,SD-000429,Sequence
15-20 no strip,O-000267,Active,SD-000429,Sequence
11-20 no strip,O-000253,Active,SD-000429,Sequence
1-20 no strip,O-000214,Active,SD-000429,Sequence
1,O-000001,Active,SD-000141,Expressive
2,O-000010,Active,SD-000141,Expressive
3,O-000019,Active,SD-000141,Expressive
4,O-000028,Active,SD-000141,Expressive
5,O-000037,Active,SD-000141,Expressive
6,O-000046,Active,SD-000141,Expressive
7,O-000055,Active,SD-000141,Expressive
8,O-000062,Active,SD-000141,Expressive
9,O-000069,Active,SD-000141,Expressive
10,O-000076,Active,SD-000141,Expressive
11,O-000082,Active,SD-000141,Expressive
12,O-000085,Active,SD-000141,Expressive
13,O-000088,Active,SD-000141,Expressive
14,O-000091,Active,SD-000141,Expressive
15,O-000094,Active,SD-000141,Expressive
16,O-000097,Active,SD-000141,Expressive
17,O-000100,Active,SD-000141,Expressive
18,O-000103,Active,SD-000141,Expressive
19,O-000106,Active,SD-000141,Expressive
20,O-000109,Active,SD-000141,Expressive
all of,O-000679,Active,SD-000384,Receptive
couple,O-001827,Active,SD-000384,Receptive
few,O-002663,Active,SD-000384,Receptive
most of,O-004311,Active,SD-000384,Receptive
half,O-003317,Active,SD-000384,Receptive
some,O-005907,Active,SD-000384,Receptive
all of...but none...,O-000680,Active,SD-000384,Receptive
none,O-004513,Active,SD-000384,Receptive
(number) of items,O-000132,Active,SD-000384,Receptive
